protocol_type,service,src_bytes,dst_bytes,count,srv_count,dst_host_count,dst_host_srv_count,attack_type
tcp,private,0,0,290,12,255,13,neptune
tcp,http,208,2668,12,12,12,255,normal
tcp,auth,13,36,1,2,242,5,normal
tcp,imap4,0,0,264,8,255,8,neptune
tcp,ftp_data,0,0,30,10,255,10,neptune
tcp,http,235,3078,5,21,5,255,normal
udp,domain_u,44,76,107,107,255,255,normal
icmp,eco_i,8,0,1,3,1,121,nmap
tcp,mtp,0,0,268,7,255,7,neptune
tcp,smtp,1858,449,1,3,255,106,normal
tcp,private,0,0,192,20,255,19,neptune
tcp,smtp,929,459,1,1,134,154,normal
tcp,ftp_data,383,0,1,1,3,3,normal
udp,domain_u,45,148,68,148,255,255,normal
tcp,telnet,0,0,202,2,255,20,neptune
tcp,http,0,0,40,12,255,2,neptune
udp,domain_u,30,83,1,4,57,203,normal
tcp,private,0,0,290,4,255,4,neptune
tcp,klogin,0,0,144,8,255,1,neptune
tcp,Z39_50,0,0,230,6,255,6,neptune
tcp,private,0,0,44,1,255,12,neptune
tcp,uucp,0,0,102,2,255,17,neptune
tcp,smtp,966,327,1,1,20,19,normal
tcp,http,240,791,29,29,255,255,normal
udp,domain_u,45,71,205,205,255,254,normal
tcp,smtp,21240,336,1,2,143,134,normal
udp,other,516,4,417,417,255,255,normal
tcp,http,327,1289,5,12,55,255,normal
tcp,ftp,1453,4152,1,1,43,10,normal
udp,domain_u,45,79,311,310,255,233,normal
udp,domain_u,44,82,123,123,255,255,normal
tcp,ftp_data,879,0,10,10,255,112,normal
tcp,private,0,0,125,18,255,3,neptune
tcp,telnet,0,0,34,8,114,29,neptune
tcp,http,160,5942,7,8,68,255,normal
tcp,http,296,5971,18,37,255,255,normal
tcp,smtp,1419,367,1,2,160,127,normal
udp,domain_u,45,75,131,131,255,181,normal
udp,private,105,145,2,1,255,227,normal
tcp,finger,0,0,39,9,255,62,neptune
tcp,private,0,0,225,20,255,10,neptune
tcp,private,0,0,248,13,255,13,neptune
tcp,telnet,299,3769,1,1,59,18,normal
tcp,private,0,0,133,16,255,6,neptune
tcp,http,256,397,5,5,78,255,normal
tcp,private,0,0,143,8,255,13,neptune
tcp,netstat,0,0,287,21,255,21,neptune
tcp,ftp_data,334,0,1,1,5,27,warezclient
tcp,private,0,0,143,19,255,19,neptune
tcp,private,0,0,108,19,255,16,neptune
tcp,http,314,1614,16,16,16,255,normal
tcp,http,233,1919,26,31,255,255,normal
udp,private,105,145,2,2,255,213,normal
tcp,http,322,2242,18,18,155,255,normal
tcp,http,298,803,34,47,69,255,normal
tcp,ftp_data,4316,0,8,8,92,38,normal
tcp,http,327,1516,7,8,161,255,normal
tcp,sunrpc,0,0,267,25,255,25,neptune
tcp,private,0,0,179,3,255,18,neptune
tcp,ctf,0,0,201,1,255,1,neptune
tcp,imap4,0,0,260,21,255,21,neptune
tcp,http,203,828,9,9,9,255,normal
tcp,nnsp,0,0,106,5,255,5,neptune
tcp,http,0,0,1,2,2,167,normal
tcp,ftp_data,641,0,1,1,255,153,normal
tcp,daytime,0,0,281,2,255,16,neptune
udp,domain_u,43,76,126,126,255,245,normal
tcp,smtp,1922,373,1,2,153,143,normal
tcp,http,216,6979,13,13,255,255,normal
tcp,private,0,0,139,11,85,11,neptune
tcp,daytime,0,0,221,1,255,1,neptune
tcp,http,376,6030,1,6,9,229,normal
tcp,http,226,1522,20,21,167,255,normal
tcp,ftp_data,0,0,2,2,160,87,portsweep
udp,private,1,1,15,14,255,14,satan
icmp,ecr_i,1032,0,511,511,255,38,smurf
tcp,ftp_data,201,0,14,14,255,110,normal
tcp,private,0,0,218,18,255,12,neptune
tcp,ftp_data,641,0,2,2,37,5,normal
tcp,http,227,9534,1,1,159,255,normal
tcp,ftp_data,2194619,0,1,1,151,65,normal
tcp,private,0,0,161,1,255,8,neptune
tcp,private,0,0,56,16,255,4,neptune
tcp,http,299,2452,9,9,9,97,normal
tcp,private,0,0,134,1,255,1,satan
tcp,name,0,0,53,2,255,2,portsweep
tcp,private,0,0,94,1,255,1,satan
icmp,ecr_i,1032,0,511,511,255,161,smurf
tcp,private,0,0,122,11,173,1,neptune
icmp,eco_i,30,0,3,1,255,3,normal
tcp,http,221,5286,6,6,92,255,normal
tcp,http,308,1481,9,9,107,255,normal
tcp,http,204,1769,40,45,255,255,normal
tcp,ftp_data,0,4076,1,9,45,66,normal
tcp,http,0,0,33,8,255,28,neptune
tcp,http,290,11829,1,1,19,255,normal
tcp,http,174,13184,1,1,219,248,normal
tcp,http,0,0,1,1,4,255,normal
tcp,http,220,1528,1,1,255,255,normal
tcp,private,0,0,118,17,148,4,neptune
icmp,ecr_i,8,0,1,1,3,3,nmap
tcp,nnsp,0,0,127,9,255,13,neptune
udp,domain_u,32,0,1,2,165,25,normal
tcp,private,0,0,275,13,255,11,neptune
tcp,discard,0,0,264,3,255,3,neptune
tcp,Z39_50,0,0,271,23,255,23,neptune
tcp,smtp,1720,367,1,1,134,242,normal
tcp,netstat,0,0,220,9,255,9,neptune
icmp,eco_i,8,0,1,29,2,68,ipsweep
tcp,private,0,0,217,18,255,18,neptune
tcp,http,213,1026,1,1,62,255,normal
tcp,http,325,2794,6,6,255,255,normal
tcp,finger,10,173,1,1,2,1,normal
tcp,http,284,9847,1,1,186,255,normal
icmp,urp_i,78,0,10,3,255,29,normal
tcp,http,292,2750,3,5,140,255,normal
tcp,daytime,0,0,197,3,255,3,neptune
tcp,http,165,4357,1,1,25,255,normal
udp,domain_u,44,76,49,49,118,99,normal
tcp,private,0,0,103,4,255,2,neptune
tcp,IRC,861,9304,1,1,27,8,normal
tcp,private,0,0,85,11,255,8,neptune
tcp,smtp,1630,333,1,1,93,91,normal
tcp,http,213,3125,8,37,96,255,normal
udp,domain_u,46,75,105,105,255,254,normal
udp,domain_u,44,113,114,114,255,253,normal
tcp,finger,0,0,28,11,255,12,neptune
tcp,private,0,0,295,22,255,22,neptune
tcp,nnsp,0,0,137,19,255,19,neptune
icmp,eco_i,8,0,1,18,1,73,ipsweep
tcp,http,207,7262,24,24,92,255,normal
icmp,urp_i,78,0,9,1,255,7,normal
tcp,http,228,8454,13,13,255,255,normal
tcp,smtp,0,0,239,13,255,13,neptune
tcp,http,235,406,3,4,232,255,normal
tcp,private,0,0,1,1,235,1,portsweep
tcp,http,348,434,34,42,255,255,normal
tcp,supdup,0,0,267,17,255,17,neptune
tcp,private,0,0,27,11,255,31,neptune
tcp,private,0,0,148,1,255,1,satan
tcp,auth,0,0,293,7,255,12,neptune
tcp,http,330,447,1,1,6,255,normal
icmp,urp_i,181,0,2,1,255,90,normal
tcp,smtp,760,326,1,1,60,30,normal
icmp,urp_i,181,0,5,5,255,27,normal
tcp,private,0,0,272,5,255,1,neptune
tcp,private,0,0,185,15,255,15,neptune
tcp,http,310,3222,4,4,255,221,normal
tcp,http,54540,8314,4,4,255,255,back
udp,domain_u,44,44,118,118,255,254,normal
tcp,private,0,0,249,8,255,12,neptune
tcp,daytime,0,0,271,1,255,20,neptune
tcp,telnet,122,1348,1,1,255,63,normal
tcp,private,0,0,2,1,255,1,portsweep
tcp,http,315,420,12,13,211,255,normal
tcp,other,0,0,509,1,255,1,satan
tcp,smtp,1574,400,1,1,4,4,normal
udp,domain_u,46,81,106,106,255,253,normal
tcp,kshell,0,0,91,4,255,4,neptune
tcp,Z39_50,0,0,139,12,255,2,neptune
tcp,supdup,0,0,244,18,255,18,neptune
tcp,Z39_50,0,0,236,16,255,16,neptune
tcp,http,318,858,15,19,174,255,normal
tcp,private,0,0,47,20,255,20,neptune
tcp,http,163,18014,1,1,255,255,normal
tcp,smtp,2226,327,1,1,142,122,normal
tcp,private,0,0,130,7,255,12,neptune
udp,domain_u,45,45,148,228,255,255,normal
tcp,private,0,0,292,16,255,9,neptune
tcp,http,2426,2686,13,13,73,255,normal
udp,private,105,145,1,1,21,13,normal
tcp,ftp_data,4753,0,2,2,240,60,normal
tcp,http,305,411,9,20,255,255,normal
tcp,private,0,0,295,8,255,8,neptune
tcp,http,240,25683,3,3,203,255,normal
tcp,private,0,0,123,14,255,14,neptune
tcp,private,0,0,157,1,255,1,satan
tcp,http,339,260,17,22,110,255,normal
udp,other,147,105,1,1,255,1,normal
tcp,http,237,2809,1,16,1,255,normal
tcp,telnet,0,0,23,5,255,64,neptune
tcp,klogin,0,0,148,19,255,19,neptune
tcp,http,287,2859,5,5,5,255,normal
tcp,http,217,13110,1,17,11,255,normal
tcp,private,0,0,169,15,255,15,neptune
tcp,http,325,2125,4,24,129,255,normal
udp,ntp_u,48,48,2,1,48,11,normal
tcp,private,0,0,59,19,255,19,neptune
tcp,kshell,0,0,113,18,255,18,neptune
udp,domain_u,44,112,204,205,255,166,normal
tcp,ftp_data,7196,0,2,2,81,89,normal
tcp,http,304,1010,29,29,74,255,normal
tcp,http,237,329,1,12,1,255,normal
tcp,private,0,0,172,3,255,20,neptune
tcp,ftp_data,35195,0,22,22,255,28,normal
tcp,private,0,0,158,2,255,2,neptune
tcp,private,0,0,128,1,255,1,satan
tcp,iso_tsap,0,0,236,5,255,5,neptune
udp,private,1,0,64,26,255,60,satan
tcp,http,224,1228,16,23,67,255,normal
tcp,daytime,0,0,181,21,255,21,neptune
tcp,private,0,0,130,12,255,11,neptune
icmp,eco_i,8,0,1,45,1,255,ipsweep
icmp,eco_i,8,0,1,5,1,109,ipsweep
tcp,private,0,0,319,1,255,1,satan
tcp,finger,0,0,22,7,255,67,neptune
tcp,http,205,1042,5,5,249,255,normal
tcp,http,303,2698,1,7,255,251,normal
tcp,sql_net,0,0,292,17,255,17,neptune
tcp,http,329,354,20,42,255,255,normal
tcp,private,0,0,180,5,255,5,neptune
tcp,http,0,0,1,1,57,251,normal
udp,domain_u,45,122,138,138,255,255,normal
tcp,private,0,0,258,13,255,26,neptune
icmp,eco_i,8,0,1,31,4,92,nmap
tcp,http,287,1728,10,10,94,255,normal
tcp,finger,0,0,132,17,255,17,neptune
tcp,uucp,0,0,121,11,255,11,neptune
tcp,gopher,0,0,226,1,255,1,neptune
tcp,ftp_data,5133876,0,1,1,4,60,warezclient
icmp,eco_i,8,0,1,33,1,37,ipsweep
udp,private,28,0,78,78,255,78,teardrop
icmp,eco_i,18,0,1,1,1,79,ipsweep
tcp,http,249,128,11,14,44,255,normal
tcp,smtp,2522,326,1,1,255,141,normal
tcp,private,0,0,229,20,255,13,neptune
tcp,ftp_data,749,0,2,2,255,102,normal
tcp,courier,0,0,101,1,255,1,neptune
tcp,http,224,1705,2,2,2,20,normal
udp,private,28,0,10,10,223,10,teardrop
tcp,http,285,25519,2,27,49,255,normal
tcp,http,240,33586,1,1,255,255,normal
tcp,http,287,609,9,9,255,255,normal
tcp,http,199,1905,4,4,32,255,normal
tcp,smtp,1887,331,1,1,96,191,normal
tcp,smtp,851,325,1,2,49,189,normal
tcp,http,158,3504,1,1,1,255,normal
tcp,vmnet,0,0,230,2,255,2,neptune
tcp,http,54540,8314,5,5,130,130,back
icmp,eco_i,8,0,1,37,2,87,ipsweep
icmp,ecr_i,520,0,167,167,255,255,smurf
icmp,ecr_i,520,0,187,187,255,255,smurf
tcp,http,317,379,10,10,39,255,normal
tcp,private,0,0,45,9,255,10,neptune
tcp,login,0,0,147,15,255,12,neptune
tcp,http,213,620,16,16,50,255,normal
tcp,ftp_data,1470,0,8,8,28,20,normal
udp,domain_u,43,111,261,265,255,222,normal
tcp,other,0,0,411,1,255,1,satan
tcp,vmnet,0,0,239,5,255,16,neptune
tcp,http,297,1433,12,14,255,255,normal
tcp,http,214,1918,14,14,241,255,normal
tcp,http,0,0,1,1,6,255,normal
tcp,http,320,4624,22,22,255,255,normal
tcp,private,0,0,116,5,255,5,neptune
icmp,urp_i,78,0,10,2,255,8,normal
tcp,private,0,0,165,10,255,10,neptune
tcp,ftp_data,10389,0,5,6,12,73,normal
icmp,eco_i,8,0,1,23,2,96,ipsweep
tcp,private,0,0,190,7,255,7,neptune
tcp,gopher,0,0,182,8,255,8,neptune
tcp,http,375,255,17,17,255,255,normal
tcp,private,0,0,247,14,255,13,neptune
tcp,courier,0,0,148,18,255,11,neptune
tcp,http,222,488,11,11,255,255,normal
udp,private,1,0,26,3,255,7,satan
tcp,http,54540,8314,4,4,179,179,back
tcp,ctf,0,0,223,19,255,19,neptune
udp,domain_u,43,43,2,3,127,124,normal
tcp,http,0,0,1,1,3,255,normal
tcp,http,298,498,11,12,83,255,normal
tcp,exec,0,0,145,15,255,15,neptune
udp,other,1,0,43,10,255,10,satan
tcp,private,0,0,236,17,255,26,neptune
tcp,private,0,0,151,20,255,20,neptune
tcp,http,314,1145,20,40,255,255,normal
tcp,http,308,785,13,15,255,255,normal
tcp,http,319,4143,14,16,255,255,normal
tcp,discard,0,0,147,23,255,13,neptune
icmp,ecr_i,1032,0,22,22,255,22,smurf
icmp,ecr_i,1032,0,511,511,255,139,smurf
tcp,private,0,0,127,11,255,11,neptune
tcp,http,246,9648,1,1,92,255,normal
udp,private,105,147,1,1,192,190,normal
tcp,http,202,454,11,11,255,255,normal
tcp,ftp,0,0,267,16,255,16,neptune
tcp,http,215,25078,2,8,2,255,normal
tcp,http,0,0,1,1,6,114,normal
tcp,http,306,234,1,2,16,255,normal
tcp,systat,0,0,122,16,255,10,neptune
tcp,telnet,0,0,258,3,255,3,neptune
tcp,private,0,0,150,10,255,7,neptune
tcp,http,0,0,2,3,2,10,normal
tcp,ftp_data,19,0,2,2,7,57,normal
tcp,smtp,0,0,17,17,79,140,neptune
tcp,private,0,0,108,18,255,3,neptune
tcp,private,0,0,187,5,48,3,neptune
tcp,ftp_data,0,0,275,8,255,8,neptune
tcp,netbios_ssn,0,0,286,20,255,1,neptune
tcp,supdup,0,0,272,4,255,4,neptune
tcp,private,0,0,126,8,255,15,neptune
tcp,http,327,3200,13,18,255,255,normal
tcp,smtp,919,386,1,1,255,122,normal
tcp,private,0,0,215,11,255,11,neptune
icmp,eco_i,18,0,1,1,4,208,ipsweep
tcp,klogin,0,0,141,1,255,1,neptune
tcp,courier,0,0,126,10,255,10,neptune
tcp,http,225,702,15,22,255,255,normal
tcp,private,0,0,137,5,255,15,neptune
tcp,ldap,0,0,265,22,255,22,neptune
tcp,private,0,0,225,6,255,6,neptune
udp,private,1,0,32,32,100,32,satan
tcp,smtp,1579,329,1,1,61,31,normal
tcp,http,164,9785,1,1,83,255,normal
tcp,private,0,0,238,6,255,6,neptune
tcp,http,0,0,300,20,255,20,neptune
tcp,domain,0,0,221,25,255,25,neptune
tcp,telnet,165,7461,1,1,169,24,normal
tcp,http,306,1380,2,2,255,248,normal
tcp,ftp,0,0,250,12,255,12,neptune
tcp,private,0,0,60,1,209,1,neptune
tcp,private,0,0,82,13,255,13,neptune
tcp,private,0,0,130,6,255,15,neptune
tcp,http,242,1752,23,23,255,255,normal
tcp,smtp,817,327,1,1,124,188,normal
icmp,eco_i,18,0,1,1,1,110,ipsweep
udp,domain_u,43,43,114,116,234,169,normal
tcp,supdup,0,0,245,20,255,20,neptune
tcp,http,0,0,195,3,255,2,neptune
tcp,http,204,3881,13,13,29,255,normal
tcp,uucp,0,0,148,18,255,20,neptune
udp,domain_u,44,135,31,53,255,255,normal
tcp,http,299,8091,1,21,1,255,normal
tcp,http,0,0,1,7,119,242,normal
icmp,eco_i,8,0,1,37,2,40,ipsweep
tcp,uucp,0,0,128,4,255,9,neptune
tcp,http,329,3290,11,28,35,255,normal
udp,domain_u,44,130,241,317,255,253,normal
tcp,ftp_data,0,0,209,16,255,16,neptune
tcp,private,0,0,142,4,255,9,neptune
tcp,private,1,0,2,2,255,2,portsweep
tcp,http,0,0,1,2,4,254,normal
tcp,http,224,2602,5,5,5,255,normal
tcp,http,335,406,12,47,255,255,normal
tcp,http,229,820,4,4,31,81,normal
udp,other,146,105,5,1,255,1,normal
icmp,eco_i,8,0,1,33,2,50,ipsweep
tcp,other,3909,0,5,1,99,1,normal
tcp,smtp,1601,326,1,3,92,52,normal
tcp,hostnames,0,0,252,3,255,3,neptune
tcp,http,196,22792,4,4,239,255,normal
tcp,http,146,423,1,1,2,2,normal
tcp,http,253,397,3,3,255,255,normal
tcp,mtp,0,0,206,18,255,20,neptune
tcp,courier,0,0,101,8,255,8,neptune
tcp,ctf,0,0,280,12,255,12,neptune
tcp,http,219,1565,6,35,255,255,normal
tcp,http,223,3090,2,2,52,255,normal
tcp,smtp,1436,315,1,1,187,109,normal
tcp,http,224,3616,18,30,103,255,normal
tcp,http,250,4713,16,26,16,255,normal
tcp,private,0,0,98,8,255,10,neptune
tcp,http,228,1319,3,8,98,255,normal
tcp,http,238,318,18,18,102,255,normal
tcp,private,0,0,124,20,255,3,neptune
tcp,exec,0,0,1,1,255,1,portsweep
icmp,ecr_i,520,0,108,108,255,255,smurf
tcp,http,342,1268,2,2,255,255,normal
tcp,mtp,0,0,199,14,255,14,neptune
tcp,http,223,2826,2,3,22,255,normal
tcp,smtp,988,331,1,2,120,70,normal
tcp,private,0,0,125,13,255,12,neptune
tcp,http,353,270,1,8,42,255,normal
tcp,private,0,0,206,1,255,1,satan
tcp,private,0,0,2,1,255,1,portsweep
tcp,smtp,1710,375,1,1,184,128,satan
icmp,ecr_i,30,0,2,2,202,202,normal
tcp,http,305,3516,8,8,255,255,normal
tcp,http,0,0,242,3,255,3,neptune
tcp,auth,0,0,257,3,255,3,neptune
udp,other,147,105,5,1,95,1,normal
tcp,smtp,1281,443,1,1,152,142,normal
udp,private,28,0,95,95,255,95,teardrop
tcp,smtp,889,363,1,1,255,114,normal
tcp,imap4,0,0,247,2,255,2,neptune
tcp,http,309,10378,11,11,11,255,normal
icmp,ecr_i,1032,0,511,511,255,55,smurf
udp,domain_u,44,134,117,197,255,255,normal
icmp,ecr_i,520,0,286,286,255,255,smurf
tcp,smtp,768,331,1,1,114,113,normal
tcp,http,333,12085,3,3,3,255,normal
tcp,http,265,2776,14,14,135,255,normal
tcp,http,267,23875,1,12,211,247,normal
tcp,http,292,443,7,7,255,255,normal
udp,private,105,146,5,1,255,243,normal
udp,domain_u,46,46,114,194,255,255,normal
tcp,http,231,321,3,4,255,255,normal
tcp,http,224,3462,7,13,255,255,normal
tcp,http,212,5044,1,1,1,255,normal
icmp,ecr_i,1032,0,218,218,255,218,smurf
tcp,http,209,957,3,4,42,255,normal
tcp,private,0,0,185,21,255,21,neptune
tcp,http,235,2115,1,1,1,255,normal
icmp,eco_i,8,0,1,15,1,45,ipsweep
tcp,time,0,0,263,12,255,12,neptune
udp,domain_u,112,45,4,4,108,83,normal
tcp,http,245,381,1,1,108,255,normal
tcp,http,195,1993,9,9,134,255,normal
tcp,http,0,0,1,1,6,247,normal
udp,domain_u,44,154,206,283,208,169,normal
tcp,smtp,2092,336,1,1,81,126,normal
udp,domain_u,45,78,286,286,255,254,normal
tcp,efs,0,0,135,21,255,21,neptune
udp,domain_u,45,128,119,199,255,255,normal
tcp,http,205,539,14,14,19,255,normal
tcp,http,54540,8315,2,2,255,255,back
tcp,private,0,0,135,5,255,7,neptune
icmp,eco_i,8,0,1,46,1,9,nmap
tcp,bgp,0,0,286,24,255,24,neptune
udp,domain_u,42,42,89,169,255,254,normal
udp,domain_u,46,46,92,174,255,254,normal
tcp,http,357,10481,12,13,255,255,normal
tcp,http,308,5872,14,18,173,255,normal
tcp,daytime,0,0,116,3,255,1,neptune
tcp,smtp,2706,363,1,2,41,158,normal
udp,domain_u,45,131,87,166,255,255,normal
udp,other,147,105,1,1,255,2,normal
tcp,private,0,0,249,11,255,2,neptune
tcp,ftp_data,383,0,2,2,99,60,normal
tcp,http,0,0,7,3,247,63,neptune
tcp,ftp_data,641,0,2,2,57,43,normal
tcp,http,355,540,18,47,162,255,normal
tcp,systat,0,0,275,15,255,6,neptune
tcp,supdup,0,0,141,1,255,1,neptune
tcp,telnet,0,0,6,6,128,68,neptune
tcp,smtp,1156,521,1,2,47,243,normal
tcp,http,227,9703,17,17,255,255,normal
tcp,ftp,1242,2449,1,1,109,7,warezclient
tcp,finger,0,0,14,7,174,50,neptune
tcp,finger,0,0,191,1,255,1,neptune
tcp,ftp_data,192,0,2,2,105,48,normal
tcp,private,0,0,1,1,197,1,portsweep
tcp,http,221,14561,20,20,255,255,normal
tcp,http,245,8546,5,6,11,255,normal
udp,other,146,105,1,1,255,1,normal
tcp,http,201,3796,2,5,10,255,normal
tcp,daytime,0,0,214,11,255,11,neptune
tcp,smtp,3405,334,1,1,255,143,normal
tcp,http,219,3313,1,1,255,255,normal
tcp,http,340,6731,4,5,34,255,normal
tcp,http,298,1691,29,30,255,255,normal
tcp,http,324,1875,2,2,166,255,normal
tcp,other,7012,0,5,1,129,1,normal
tcp,http,205,465,3,4,3,255,normal
tcp,http,217,260,5,5,15,255,normal
tcp,http,301,16802,12,12,39,255,normal
tcp,http,238,1401,7,8,89,255,normal
tcp,http,330,1892,1,31,96,254,normal
tcp,http,244,2295,5,8,148,148,normal
tcp,Z39_50,0,0,256,11,255,11,neptune
tcp,private,0,0,233,12,255,12,neptune
tcp,http,142,17893,21,34,21,118,normal
tcp,ftp_data,14189,0,13,13,127,94,normal
udp,domain_u,46,83,104,104,255,253,normal
icmp,eco_i,30,0,2,1,255,2,normal
tcp,telnet,0,0,34,8,196,50,neptune
tcp,http,203,1040,5,8,5,255,normal
tcp,http,0,0,1,1,113,249,normal
icmp,eco_i,30,0,4,1,255,36,normal
udp,other,147,105,1,1,255,4,normal
udp,domain_u,46,72,250,250,255,255,normal
tcp,private,0,0,1,1,179,1,portsweep
tcp,smtp,573,283,1,1,19,133,normal
tcp,private,0,0,48,19,217,18,neptune
tcp,smtp,1637,327,1,2,5,5,normal
tcp,http,311,8004,22,22,22,255,normal
tcp,http,157,27062,4,23,255,255,normal
tcp,ftp_data,0,0,61,14,255,42,neptune
tcp,private,0,0,136,6,255,12,neptune
udp,private,215,0,1,1,109,93,nmap
udp,domain_u,45,45,203,202,255,254,normal
tcp,http,0,0,268,10,255,2,neptune
udp,domain_u,35,91,3,3,255,254,normal
icmp,ecr_i,1480,0,11,11,95,11,pod
tcp,ftp_data,192,0,2,2,49,111,normal
tcp,http,0,0,59,20,255,65,neptune
tcp,http,243,274,20,20,255,255,normal
tcp,http,333,1948,1,1,11,255,normal
tcp,http,206,955,8,18,255,255,normal
tcp,http,346,5859,1,13,8,255,normal
udp,domain_u,44,131,139,219,255,255,normal
tcp,pop_3,94,7466,1,1,78,1,normal
tcp,smtp,796,333,1,2,152,222,normal
tcp,http,222,3351,61,62,147,255,normal
tcp,private,0,0,1,1,163,1,portsweep
tcp,http,237,5939,10,10,255,255,normal
tcp,smtp,2685,323,1,1,255,46,normal
tcp,http,209,1080,16,16,255,255,normal
tcp,http,0,0,2,2,4,253,normal
tcp,telnet,0,0,233,17,255,17,neptune
tcp,http,358,1329,28,34,255,255,normal
tcp,remote_job,0,0,281,11,255,11,neptune
tcp,X11,1126224,16064,1,1,10,9,normal
tcp,http,163,14600,1,1,255,255,normal
tcp,private,0,0,12,2,255,13,neptune
tcp,http,211,480,30,30,30,255,normal
tcp,smtp,715,328,1,1,81,53,normal
icmp,ecr_i,520,0,468,468,17,17,smurf
tcp,mtp,0,0,274,20,255,20,neptune
tcp,ftp_data,192,0,2,2,110,44,normal
tcp,http,331,924,6,8,94,255,normal
tcp,http,210,1399,3,3,77,255,normal
tcp,private,0,0,1,1,135,1,portsweep
tcp,http,324,1668,1,1,10,13,normal
tcp,http,299,12067,16,16,39,255,normal
tcp,supdup,0,0,16,7,255,8,neptune
tcp,imap4,0,0,260,17,255,20,neptune
tcp,http,54540,8314,2,2,106,106,back
tcp,smtp,11998,1383,1,3,255,140,normal
tcp,http,220,2714,24,33,255,255,normal
tcp,private,0,0,252,17,255,17,neptune
tcp,http,54540,8314,4,4,255,255,back
tcp,smtp,13108,1381,1,2,50,175,normal
tcp,http,290,2004,41,41,41,255,normal
tcp,other,0,0,422,1,255,1,satan
tcp,private,0,0,235,13,255,12,neptune
tcp,http,204,7203,24,42,255,255,normal
tcp,http,315,5888,3,3,52,255,normal
tcp,ctf,0,0,289,2,255,2,neptune
tcp,private,0,0,237,19,255,19,neptune
tcp,http,221,296,12,12,33,255,normal
udp,private,105,146,1,1,22,19,normal
tcp,http,282,4768,14,32,30,93,normal
tcp,http,292,9001,2,2,26,70,normal
tcp,http,0,0,1,1,1,179,normal
tcp,iso_tsap,0,0,234,7,255,7,neptune
icmp,eco_i,18,0,1,1,2,162,ipsweep
tcp,ftp_data,0,5696,1,1,1,81,buffer_overflow
tcp,uucp_path,0,0,1,1,255,1,nmap
udp,other,146,105,1,1,255,2,normal
tcp,vmnet,0,0,219,6,255,14,neptune
tcp,http,226,2769,7,8,50,255,normal
tcp,mtp,0,0,272,7,255,7,neptune
tcp,gopher,0,0,143,1,255,1,neptune
tcp,http,0,0,1,1,40,249,normal
tcp,http,347,362,9,27,255,255,normal
tcp,http,314,1108,4,4,25,255,normal
tcp,http,210,16144,1,43,3,5,normal
tcp,klogin,0,0,100,18,255,18,neptune
tcp,http,251,1414,5,6,108,255,normal
tcp,http,193,17733,32,32,202,255,normal
tcp,smtp,981,410,1,4,255,66,normal
tcp,smtp,971,328,1,2,72,38,normal
tcp,smtp,710,328,1,1,255,125,normal
tcp,private,0,0,294,16,255,20,neptune
tcp,uucp_path,0,0,235,16,255,16,neptune
tcp,http,210,360,2,7,20,255,normal
udp,domain_u,44,115,2,4,255,240,normal
tcp,ftp_data,0,0,253,2,255,2,neptune
tcp,http,253,2802,1,36,5,255,normal
tcp,http,378,2488,6,6,255,255,normal
icmp,ecr_i,1032,0,511,511,255,209,smurf
tcp,smtp,678,280,1,1,229,141,normal
tcp,private,0,0,292,12,255,7,neptune
tcp,http,210,310,7,7,212,255,normal
udp,domain_u,44,127,65,145,255,255,normal
icmp,eco_i,18,0,1,1,4,244,ipsweep
tcp,imap4,0,0,236,5,255,5,neptune
tcp,private,0,0,231,15,255,20,neptune
udp,other,1,0,12,2,255,2,satan
tcp,smtp,861,331,1,1,161,197,normal
tcp,private,0,0,236,2,255,2,neptune
tcp,auth,0,0,259,15,255,15,neptune
tcp,finger,0,0,173,1,255,3,portsweep
tcp,private,1,0,2,2,255,2,portsweep
tcp,smtp,700,326,2,1,255,79,normal
tcp,link,0,0,269,19,255,19,neptune
udp,domain_u,43,43,80,162,255,254,normal
tcp,http,236,15777,1,17,1,255,normal
tcp,private,0,0,230,1,255,1,neptune
tcp,other,0,0,1,1,255,1,portsweep
tcp,http,249,1820,9,16,255,255,normal
tcp,http,368,200,12,12,132,255,normal
icmp,ecr_i,1480,0,2,4,5,151,pod
tcp,http,189,3865,29,48,58,255,normal
tcp,auth,0,0,269,15,255,15,neptune
tcp,smtp,3025,331,1,1,4,226,normal
tcp,http,286,2055,15,15,255,255,normal
tcp,http,315,349,3,3,26,255,normal
